uuid;Fullname;sex;meters;kilogramm
de9a7ddb-0081-41ed-aa19-65d7a4ef9e78;Janina Nitzsche;female;1.89;158
18b8841d-1e53-45b5-99dd-ed3aff3b5a34;Daniela Mrugalla;female;2.23;112
3b4b67d7-07fb-4658-ad5f-07039b12c3e1;Mirac Kuschewitz;male;1.81;134
e454b7e8-8a97-4bef-a667-a997079c198c;Karina Lippe;female;1.25;105
47241b19-f03e-428f-bc27-3c5340374677;Freya Schwarthoff;female;2.07;90
9c65e401-bb41-4361-93bf-7f13410ab59e;Filip Köseoglu;male;2.31;77
74ccdc18-df95-4989-92bc-ef7fbc03a815;Liam Kuprion;male;1.47;40
b9e36834-0d04-444f-8c83-b65b8180412c;Mats Kohnle;male;1.48;40
8467109d-2c07-4833-b33f-02307c04f7f9;Keanu Giehl;male;1.18;37
6ac13548-2abf-433a-b6dd-022ec38b7470;Herr Morten Engel;male;1.46;126
c048e2aa-cbd9-46c0-9f44-c65f7df8364c;Frida Maak;female;2.34;151
7feb9879-c469-4480-a459-0d92a0b2afd0;Cassandra Goldfuss;female;1.81;108
7ecb2e43-04a8-4ed5-893b-ae98d7425997;Jack Gastel;male;1.4;91
620c680d-f3b6-4ce4-9f87-23ee871d8ffe;Niclas Marchewski;male;1.24;157
eb572913-69ea-45dc-af78-6bd57392e1ff;Giulia Baseda;female;2.3;144
b1549b30-041e-4065-939a-d9af2f06b9f5;Emmy Figl;female;1.23;70
f1c0cb1d-45d3-480b-946a-b64748d14a1f;Ilias Schindzielorz;male;1.85;92
9ff46c6b-2daf-4106-9825-556b513e281b;Alana Tang;female;1.37;111
84463b9f-183d-4cc0-bbec-e7fd33df7a77;Charleen Apitz;female;2.23;63
9a1595b5-d926-462b-9930-6be0cd4602ad;Jona Gierisch;male;1.79;73
4df83459-bfbc-4899-815c-e6fe28ac1ea2;Emma Hugo;female;1.2;96
944fd21e-fee8-4d1b-9aff-2eab2868edb2;Nisa Sehls;female;1.18;148
2fec4a8d-d92e-40ca-a77b-f9cee221d816;Jamal Goldbeck;male;2.15;160
f1e20a69-0a8c-4f7b-985a-1d8d2265513f;Ludwig Rodehau;male;1.33;140
ff47be4c-2344-4bdd-ac35-bd5887817b96;Aliya Hold;female;1.3;49
007abcee-5f05-4df2-b504-4171899de1f6;Lucy Hofmann;female;1.5;37
9ec1ae58-edbf-44c1-88d6-2791d29aba16;Thorben Kutscherauer;male;2.33;50
8d2bad2f-6f83-4a0c-8b31-97495c3ac401;Prof. Dr. Lucien Tasche;male;1.25;139
7c145757-a974-44ec-80de-e2cd2df83579;Annika Maczey;female;2.21;116
cca387bf-dce6-489a-8488-08cb5a1b7f31;Logan Kühnemund;male;1.49;129
1a234ff4-c4c0-4f99-b36a-924a37299279;Justin Verzi;male;1.59;97
dde3e3e0-37cf-4175-bb43-46a0439c266d;Jannis Terlecki;male;1.07;76
733687b0-f55c-425a-913c-56faeb0f02bf;Curt Wassilew;male;1.76;167
f42fa1e0-a250-4f48-a431-21631fd6c074;Jonna Stengel;female;1.41;56
8e6eaed4-132a-46aa-b06b-df3163ed2da9;Anneke Koehl;female;1.07;170
ef7081d3-370f-4e83-b229-5d69bbed83d5;Corvin Jungton;male;1.88;69
e5902a55-a3fa-4430-8c8b-d3b89c281996;Miguel Freimann;male;1.72;135
313b9a4e-1248-4d98-afba-636ba5d8e50f;Calvin Northoff;male;1.7;139
7897a612-b093-4f10-a138-9ed090369147;Annemarie Franzmann;female;1.17;41
8f75851b-83b0-4d26-9646-161e07672181;Mirac Henry;male;2.31;56
cd4f4d42-b5ea-4aaa-8970-347b1bb82599;Jasmina Riekmann;female;2.2;36
afd4b0ea-f571-491d-af79-d02f903202ab;Melanie Gratzky;female;2.17;57
affbcd9f-e6a8-4606-9abe-c19a63ea3769;Frau Josephine Roth;female;1.92;150
40615a90-d2c5-49ce-9e97-5316b54710ff;Henri Östringer;male;1.9;50
ff2e1ac9-803c-4e02-bb24-227f5a4a5838;Eric Metzner;male;1.27;82
0cfd0e9b-b38e-4cec-bad3-3618075af81f;Nikita Schirmer;female;1.5;93
3ffbd341-7909-4a0c-973f-a63c19ae45c5;Ecrin Hanenberger;male;1.11;85
56c8bb46-7fcd-42a9-adc0-52e11b0ea8f4;Nele Fricke;female;1.04;115
14809c04-03b6-4145-a094-78030b1fc6b6;Jonathan Keiner;male;1.05;132
f570ef91-533b-4bb5-8ea4-022d72f11893;Tamara Hartlieb;female;1.8;166
5a51fdf0-3550-4fdb-937d-c0fcf0f42b41;Ayse Liebe;female;2.05;43
f5d641e5-6db7-4cbe-9822-9b0955447b44;Loris Doskoczynski;male;2.25;111
236b0b0c-ec82-43fc-95ba-0bd9b7adf2d6;Nicolas Schulze;male;2.33;115
bad81568-c019-4997-b7a8-4fbd490fa97b;Katarina Eggenmueller;female;1.06;40
69bc7bc6-3996-460f-a31c-c670009c9be3;Viola Pingpank;female;1.89;46
a9454e34-b6c1-4782-aa51-db6fafcfccf7;Luzie Lohre;female;1.98;50
37b472a5-3f96-48fc-96b9-e7e39d464c53;Diana Marner;female;1.96;119
1a324809-647a-40c4-8866-12cc98666320;Selin Koleiski;female;1.46;128
79aaec04-e74a-4470-bd75-9fa533b8d536;Vitus Neimke;male;1.17;52
355c06d5-3830-4b8b-9605-a3f39cfc02ac;Ahmet Moedl;male;1.46;107
63024ad1-65a7-4343-8492-a3099cab017e;Catharina Roloff;female;2.12;156
efe8ae2a-1c0c-4cdf-bc8e-e6ca7a210dfc;Riana Grossheim;female;2;106
a36bc549-72f8-44f8-a619-c857271f4e11;Filip Gamlin;male;1.25;62
e6208e3f-1d0d-48ad-bd57-ca40443b18ee;Felicitas Lesch;female;1.53;35
ecbe5fd2-7088-4e23-8224-879f3365be20;Jennifer Belz;female;1.86;138
af9f8c0c-6661-4a57-a679-94f6344e3e54;Selma Prey;female;1.77;161
21a0cd43-b8a3-462d-b129-f2c0b8cc45b5;Richard Petzold;male;1.84;98
8dcb69dd-00f9-4e66-b102-9d5c8fd49352;Amir Hommel;male;1.86;166
80985884-756c-4d3b-9b21-f7ebf9dd3109;Tamino Hofmann;male;2.33;59
dcba0bb0-f803-450e-8082-04b583f9c2ef;Viktor Braun;male;1.8;60
535e0405-aec7-4f6f-9e71-3e6f28801379;Lias Gratzky;male;1.15;96
58cabf4b-4780-4091-94d7-a4151c3769dd;Lena Behrenbruch;female;2.25;94
03ea1e0d-db60-4975-8dae-a23416d6721d;Celina Denner;female;1.74;35
8cbf64d8-7e0a-45bd-8753-d51870fcea32;Benno Brosch;male;1.58;88
21c989df-eb9f-47da-b42b-b58d232dffb4;Mieke Gabler;female;1.35;156
1b3e9b84-b410-4d02-901a-49c6871daa76;Finley Reimann;male;1.75;111
592ee683-f61f-40ba-814c-ce85855e7ef8;Herr Koray Thimm;male;1.21;158
4c40a9b9-550e-4b15-a4d4-c0c5a6f5c11c;Anny Banse;female;1.23;74
18616ae9-4ed5-444c-a757-33526b8fb081;Herr Deniz Stahl;male;1.14;93
eb886468-152d-4540-b915-a69a5ca888e0;Miriam Bultmann;female;1.56;97
5e557ccd-0087-4bfd-96cd-4466feed9efc;Jolin Kunz;female;1.93;149
ca128873-eeaf-4b99-ab7b-7a97e53d5d67;Ecrin Laack;female;2.13;116
9c662182-f470-4df9-a12f-3e3d12ebdcaa;Prof. Dr. Lia Edorh;female;1.49;165
c14b0dad-6e61-4b2f-b16b-f7646aecf3be;Marvin Wieser;male;1.32;76
98113b9d-8f87-41aa-94e6-93d9cb368aae;Marah Kaufmann;female;1.22;131
02f75119-dc25-493f-8b6b-f6eefc0d3664;Lewis Ender;male;1.5;143
48f1f431-31d7-4f1f-aefa-50413bc84972;Kurt Mehl;male;1.97;86
91e5a9a0-5b9a-4d9f-ae82-bbee15817eac;Yasmin Crews;female;1.82;108
481cd8f4-aa28-4c2c-bca4-bc2b0e272a0a;Simeon Jasper;male;1.67;56
8be009dc-8d05-4038-81d7-582d9e642936;Frau Enya Goldkühle;female;1.96;44
a9fbfb56-b407-4a11-aeb9-13dd0bdb56d6;Liv Paukner;female;1.86;71
75e8707f-8b57-45ad-a575-bf9e28765605;Herr Tom Schorr;male;1.19;58
d527bb53-1937-45aa-9ce6-195ef4d2090d;Herr Santino Bayer;male;1.99;113
49aa59b5-c47b-4695-9813-78fe19cf9415;Dylan Pfersich;male;1.55;116
58cbc0cb-0f9a-4a19-be4b-b907407d47d3;Ecrin Bahl;female;1.17;165
abdef719-c431-41b7-834b-488dfa15cbf9;Elisa Gombert;female;1.94;126
75223409-6763-43b1-9480-ea18213830a8;Viktoria Roba;female;1.89;133
788f4f04-bf60-42a1-8984-865c387cdbc5;Prof. Dr. Jolina Mallmann;female;1.88;153
cd51da4b-e616-4b94-b666-e07c9f197611;Stephanie Sinnhuber;female;2;156
7cf9840f-b5a4-47c1-b4af-f7fa453cfe23;Ilayda Beckmann;female;1.93;79
4698432d-41dd-4d32-bd8c-8a1cfaf45963;Ina Komoll;female;1.06;63
fdb4ff65-a0bf-403c-88e0-8c99c5c81425;Yannik Lg;male;1.59;163
50100c21-8617-446b-b8c6-9ee4348cbcf9;Herr Steffen Gürbig;male;1.94;164
bc45335f-5ac9-4596-88fc-777ede3c7d9a;Mirko Harting;male;2.24;38
a0f59073-8f40-4e63-a2e0-9ea123da0bf9;Dr. Teo Oberem;male;1.95;87
1a1d6ee7-9122-47f0-9c22-2f6cef343d9a;Devin Gummelt;male;2.21;165
5c295b42-055e-40ee-b124-889ab8001153;Herr Dominic Polizzi;male;1.14;111
e630919a-388d-425b-8c5f-d93ca50f0168;John Wischer;male;1.22;112
440eb738-09bc-4bc5-b5e6-f56e70b50e74;Giada Finke;female;1.84;58
4db367a5-d3c0-422f-9a2d-1587341dd417;Maren Ladewig;female;1.88;70
9eb5636a-3056-4bba-bcce-09ab5fc1e1eb;Joelina Dieckmann;female;1.86;74
56a0eb21-ecdc-4f3c-803b-be232f040d6b;Liv Voelkel;female;1.18;139
1c54a87a-0e7c-407e-ba5b-a1d1d2619f7f;Herr Logan Hehl;male;1.6;64
d26d151b-2353-4fb8-9d47-921dbdbc6693;Johann Seiler;male;1.05;63
45e78f15-0b82-4a04-b909-7b8da5ef61b4;Constantin Östringer;male;1.84;115
8dbd27b2-44ba-40d5-abf4-6adb905385dd;Ylvi Kreutz;female;1.88;124
8cff9650-534d-412b-a990-b250699a2f10;Kay Giesa;male;1.43;78
7ef8ff63-a08d-4f89-8260-282061e0f5f4;Sören Jarets;male;1.94;42
8f599437-d7fd-4717-bd2e-a6bd270ac72d;Edwin Banse;male;1.43;170
f5695a27-0fd6-41ef-9d2d-06a8e694ce03;Prof. Dr. Kimi Bos;male;1.21;47
d99b44fb-3411-4fe5-b0ff-94a3af225f7e;Sara Losch;female;1.43;167
2261d301-0ba3-4c15-8a5e-64a74776608b;Nikita Lenzen;female;1.2;154
4cb6daa4-39e6-475b-9158-0d621f7d8a0a;Mika Lohmann;male;1.53;47
14f65d68-287d-424e-82c2-f532e47aca22;Darius Hense;male;1.57;166
0cefbecf-8f92-4483-988d-23cf289acd71;Loreen Schlachter;female;2;125
e5534614-7492-4499-ac26-9ff5fe195a02;Cecilia Grundmann;female;1.51;74
1b207167-fbe8-426f-8636-1d1799ba977f;Timo Schnürer;male;1.74;66
bbaf77f6-ca8c-4d92-a313-90e078207030;Natalie Löser;female;2.32;76
5a2d0cff-dde7-4d8f-9781-6052f9753dfb;Semih Mikitenko;male;1.95;153
c39af5ad-92f2-4421-b734-be909ed69458;Giada Huth;female;2.3;73
5bf9809a-5206-43d2-b522-6913b3bb19ff;Bennett Hepperle;male;1.62;60
da7baf54-ed64-44cf-b221-14b19d05010d;Tillmann Burmeister;male;1.74;162
55c163cc-c026-4ec9-bfda-345b7516e461;Lia Koszewski;female;2.01;169
4e8b6cb4-43bf-4816-9fef-49c505796d46;Joana Kufahl;female;2.13;113
53190f6b-d65a-40e1-95e0-0afd37d04926;Frau Annabell Herbrand;female;1.12;116
05cae02f-2033-4435-9aa5-9ecc9fe4c535;Laurenz Onnen;male;1.71;145
68eea201-069c-4f01-add5-5bbaaf7bbbfd;Evelina Strausa;female;1.55;157
7d387207-c028-4482-8e04-fb7952095435;Fiete Griem;male;1.11;141
2fbe3909-a317-44b2-bb8a-786ecb18baa1;Mary Bachmann;female;1.97;73
c26afa43-3a17-4b90-aeb1-da88f8baf2d7;Mikail Kölotzei;male;1.47;136
481792b9-3e5e-4cd7-8b7e-8e606debeb3d;Hussein Schmid;male;1.49;159
99f19a6c-a6f2-41c7-8eb7-c0584a6a4173;Dr. Dustin Sack;male;1.84;113
0d44e8f6-8008-4fe6-81a6-8d0898744bff;Raik Wachtel;male;2.33;142
d34d4563-1926-4526-af4c-4874b61b73ec;Saskia Gummelt;female;1.54;140
f0495e72-e0bb-470f-9429-ad1041cc17fb;Hussein Rietscher;male;1;52
3853fac6-8fe0-45d4-a258-51753c2b2339;Bennett Strege;male;1.47;156
d9d84b8f-6133-4ede-9444-d2082db04590;Simeon Dück;male;1.15;167
93982de5-c8f5-44ad-9163-ddcb88705cb7;Benedikt Hirschberg;male;2.01;126
a31fc5f7-63d4-4aa6-bf74-396f66e22f57;Alice Klemme;female;1.23;142
d9ca0fa0-493a-4cea-a776-991d6073d3da;Yusuf Wilhelm;male;1.54;74
ebabf7d7-fc8c-4a37-90aa-43ac187c7de2;Andrea Neurohr;female;2.24;99
155dc196-f428-4e0b-ba0e-897da38b8494;Hermine Lewin;female;1.27;120
a5f6f7cd-c821-49e3-b709-d17971ac9fd9;Björn Krohn;male;1.62;163
43a8bfd6-938f-4dfc-bd5f-d9652f414db8;Ecrin Hilgendorf;female;1.27;87
68968652-083d-4e8b-8f19-c665a89d48fc;Lyn Bader;female;1.75;97
5bd5664a-629a-4697-9912-bfe93b37430f;Ella Brömme;female;1.32;49
d0398892-9478-424e-bf96-4bd5e82039a0;Frederik Nabein;male;1.97;52
56910d4a-e050-4303-a897-7caa65d33267;Pauline Elss;female;1.21;135
7a7e18c8-d440-4dd1-898b-b6fa770503d9;Tayler Jagusch;male;1.36;79
b270387b-f565-42a0-b999-73a414820538;Cedrik Hardy;male;2.3;54
8372e474-34bc-4f29-8ccb-8152f26c0da4;Damien Pfersich;male;2;156
aee29b07-6084-46d4-9c6a-45727b6674ca;Herr Jarne Eleyth;male;1.96;106
85c2e3df-fe74-4d93-b6ad-d755dab7fb09;Lias Kumbernuss;male;2.07;58
39c62faa-781b-441f-a465-6446ed3997d8;Daniel Brunner;male;1.64;155
501fa008-bd34-4d1b-bfd4-2487f81555a7;Pepe Lohre;male;1.55;47
6c6724ca-60a3-4959-9a66-27a2d533b265;Matti Döring;male;1.15;85
f1adcb96-f1f6-4133-ab6f-319b0540c66c;Lionel Biesenbach;male;1.52;47
8be3facd-2c7f-4f0b-b313-879793e9da84;Oscar Köhler;male;2.29;144
3abc0d2a-a2cd-4c47-b378-f7ac52186be1;Jessica Schäfer;female;2;83
5bbd45bb-55c9-4465-bd16-24771633473a;Felicia Wischer;female;1.54;149
095b1c59-2850-4903-a33b-ac88728cfe9e;Kim Bultmann;male;2.09;97
ced8cbfa-6ae5-4d94-86a5-fcad2fde0ba6;Gregor Bornscheuer;male;1.18;135
c1fa4c1f-901f-4d9f-a1e9-02a631613fc0;Livia Ranftl;female;1.36;167
ad9a9865-955e-4f83-aea8-839ba0a41235;Chantal Wallner;female;1.18;136
c1acdf22-6fff-47f3-859c-0ac20217f8de;Lily Wassilew;female;2.05;103
cbd7a831-a912-4ba0-9a3c-1537f388252b;Sandy Schütz;female;2.15;130
25bc00d1-551d-42a7-a709-ad9b1c9fa82d;Jean Reumann;male;1.53;76
c3941aef-e881-4051-b1a0-de82671287cb;Heidi Burmeister;female;2.25;137
9545406a-6d09-4ccb-82d3-b859eaa62826;Luke Rittweg;male;1.96;39
60305ec7-9ba2-4297-a66d-92adbb5e41fa;Nikita Kúhn;female;1.93;39
5296571c-a7b2-4915-9523-f14fe07fc7ec;Frau Diana Ecker;female;1.79;161
e740a3f0-3104-4ef7-a2de-7b608631ab08;Jil Deckert;female;1.28;118
6b40264d-ad84-4139-baa5-defd9482c8f9;Corvin Anggreny;male;2.09;119
749cab66-129e-49ca-8754-70af3136d1e9;Franz Frosch;male;1.72;148
1e6f72cd-3594-4e3a-ae04-0c59f5e5382c;Tara Axmann;female;1.34;129
cb6b4116-7cf2-4eb7-aacb-fb686a7cecfe;Jeremy Wölpert;male;1.48;140
6335a18a-045a-4d91-9ae3-e688bfe40301;Dr. Aimee Stöppler;female;2.16;97
b8ea5688-38b5-4d6b-a754-694355e19409;Arvid Heidelmann;male;2;123
aefa79bf-19c8-4e05-bcfc-cd86d3a9f29e;Edgar Stolle;male;1.5;79
36eccc2e-090c-4aef-bb59-64b37ab270bc;Tjark Schniedermeier;male;1.47;66
bbf2051b-8d71-4176-816f-8121cab3b5ee;Florian Höcke;male;1.63;140
176c2b14-d6a9-4fab-bcf8-a755ddfaad10;Emilio Albrecht;male;1.34;102
70e6d97c-e6ab-45ad-bbda-5b1ed981e090;Carlos Schönherr;male;1.94;141
64f35556-0522-4bbc-b8cb-757f93cb25a1;Hauke Rodehau;male;1.82;169
3bfbcaa1-4ad3-4e08-b16e-32dd02cf6b43;Dr. Arne Kraft;male;2.08;120
081a7296-fccc-4bb1-b79b-455b43eea6a5;Jesper Dobbrunz;male;1.13;146
1025394f-9f47-490e-933b-59c13ced37c4;Lindsay Jungton;female;1.93;144
644e77b6-964f-4a13-ae6b-821cadbef487;Salome Hecht;female;1.33;106
53405c66-e4e0-48d9-8f6e-07b14694edc6;Jil Matschke;female;2.07;42
688b7450-a113-49d3-a1ed-f61d7451bb5f;Titus Gastel;male;2.14;131
40cb5232-3155-493a-a53e-bdf08de4e800;Laila Roloff;female;1.03;144
1f5bac7d-678b-4f9a-a322-03fb0dc83e92;Sydney Dobler;female;1.38;132
2e19a359-ab86-469f-b45c-8449766f1f9a;Frau Patrizia Werrmann;female;2.34;106
a5f9b9be-6515-4c35-96f0-edf1f8887982;Janne Börner;male;1.04;45
cfbc2f23-4fbf-4182-b85e-a60436c37c6f;Oke Martin;male;2.06;154
52065203-63e7-401d-a6c4-4256b63170ae;Yasmin Siebel;female;1.85;61
51fd52cf-52c2-465d-b85b-fb140ea23cde;Marko Schembera;male;1.3;60
4a209452-7942-4b1d-bb75-e61b42c26b92;Jil Kuske;female;1.46;162
107fb5da-163f-468d-896d-5ef3630328fd;Flora Splinter;female;1.06;142
3490fdb7-7bd7-4a91-a8a8-776ab808f19f;Lena Zeuch;female;2.07;64
60a342e3-7254-48fe-8653-4e043f5c169b;Juan Grundmann;male;2;46
a64ac634-cd21-4efd-9437-6dfbceb8cc8a;Christiano Schwab;male;1.34;46
8bf1adfa-c1db-4d35-8dd8-504f9d79ad29;Mayra Schondelmaier;female;1.86;66
24cfd5ed-00e6-4e86-a61d-97dba508a041;Milla Tucholke;female;1.62;149
01d8990a-cb75-4eb8-b2b5-ab99358b262b;Amanda Hold;female;1.77;55
cdaf09a5-678d-4df1-b1b1-7d06da57a8e3;Florian Erwes;male;1.36;134
7bf2f07a-1b79-408f-853b-87a175d728cb;Nick Klose;male;1.92;158
e29c2443-ccd2-44b8-a3f1-72ca5873ccc6;Vivien Mau;female;2.27;112
4cb03bc9-b622-44c3-b2c1-e45674d74459;Davin Grothkopp;male;1.82;93
f57306f6-4a77-4ebc-bb12-d54d63a71dcf;Leonard Uhlig;male;1.81;139
8b7930c1-189a-4287-aa45-04a899b0b626;Marlene Lehner;female;1.68;44
6671f9c6-f976-4d75-b7fc-6882af228e0c;Lorena Stoll;female;1.39;65
809c43c2-1c2a-4a2f-b39d-b38525d0073c;Kathrin Baarck;female;1.54;41
07860824-7a33-4af4-9d6a-9de0075e7b07;Prof. Dr. Emir Scholz;male;1.7;74
37e18c73-c486-4148-a6a5-a373ce164a55;Giuseppe Zimmermann;male;2.1;129
170a924b-bcff-4fd9-9bf4-12d1d87d5f22;Shawn Fitschen;male;2.12;162
9ee666c3-6d24-4fc4-9636-25a7d10d89a5;Leo Agostini;male;2.2;161
2a25c14e-b63c-46e1-9e85-264d0e5e3f47;Jamila Hugo;female;2.29;138
f60770b8-d949-4051-ad8a-e996c7971e92;Philine Zaczkiewicz;female;1.6;80
e31eccdd-9083-425b-9da8-b4314758bc6c;Dr. Colin Wurm;male;2.06;87
e3e72f15-4e26-4b48-a15d-8a5165bb3994;Sude Weiss;female;1.65;147
b5e699f2-ad90-432a-81f9-feb4a45e0574;Isa Breitenstein;female;1.03;155
581493b6-8aa3-494d-b614-57751c326a64;Prof. Dr. Mats Goldbeck;male;1.14;80
4ad6fc1b-8c07-42b4-ae5e-c58db63b247f;Monique Hingsen;female;1.52;74
ee396586-025b-481e-822c-bdc7c651d613;Tjark Deckert;male;1.26;162
c59c341c-79a6-4329-99ac-7533c884129f;Leni Kochan;female;2.06;62
1386d2b9-1bc2-4f43-a357-d56741c4ef1c;Lutz Stief;male;1.27;169
2870cc2b-e64f-40cf-9a4f-555a2708df0b;Niclas Dippl;male;1.58;133
c713418c-25f5-42d0-9e89-d65c024a3b22;Immanuel Dreier;male;1.9;69
de97cd44-3098-47ac-8381-55632e0aab70;Tanja Ghirmai;female;1.63;116
60452b80-691f-4b03-9d12-25284e3788c9;Gregor Wachenbrunner;male;1.82;158
6c110b07-b39c-4920-800e-a2a1ea3f7feb;Maxim Kneifel;male;1.32;43
32c5fa4e-e2d4-4981-823d-87abfc56ef7b;Levent Gelling;male;1.01;143
70670e8e-3564-4d6c-a045-bf45850e90fb;Yannick Stepanov;male;1.19;105
38ff548c-d34d-4b24-915f-ab8ad910efef;Herr Janek Klabuhn;male;1.18;75
d035d482-444f-4df8-87a8-7700f246353b;Herr Jonathan Schuhaj;male;1.32;73
d2d04fab-0bc9-47ca-be5b-76a7adbf1d09;Rebecca Kick;female;1.16;129
680dfadc-d9e4-4c0d-8ce8-36a89be00d12;Selim Hartwig;male;1.74;91
b07f6f47-d61e-4c61-8c14-ec426dc6b0f4;Brandon Moedl;male;1.7;68
a4b2eb7f-458c-477c-bf92-397cb9a06565;Quentin Prah;male;1.41;91
f6010f43-60ee-4f21-ab99-39a0301ce414;Lionel Zaituc;male;1.39;71
299785c3-c5f5-4340-8d8f-2f09254e9f7a;Leyla Sauer;female;1.01;68
2bc3100f-f2c5-458e-8bec-6152a8796d06;Kiana Maurer;female;1.39;101
fcbc5129-b92a-4040-b88c-dffe19c67222;Amira Goller;female;1.13;143
c949d721-45f5-417e-98f3-a3c81b4370ab;Sally Wartenberg;female;1.94;50
31cf3a43-362c-42d3-af25-0a8beeeeaba8;Anja Flottmann;female;2.09;118
e9ca710e-09c4-48c5-bffe-f7e7609ed4d1;Hannes Riekmann;male;1.21;115
c3a9db26-315c-4522-bdd9-23bccd2fbfd0;Frau Leticia Ritz;female;2.33;51
6a56b88c-cd4a-40bf-a169-f38470e218e7;Hauke Scherbarth;male;2.35;161
4f57964e-d7f7-4fe7-b9b2-4286955eddf1;Leyla Dörre;female;1.48;155
bd77dcf3-4061-4577-8e00-caf45aa9e426;Sam Logsch;male;1.6;127
fb44c6c0-ada3-4463-9b11-a80e165845cf;Anja Laux;female;1.82;84
0de66cd7-0463-4e20-9855-64c7b9ed785d;Charlie Neuschwander;male;1.04;65
dd5feb88-4acf-4108-918a-9494b7cf6597;Matis Giehl;male;1.12;66
51129df4-3015-4e80-b39b-bf831d3bd3e0;Herr Finley Poser;male;1.62;88
47d6ef8f-a928-434b-abed-6b075f130ec1;Jessica Kleiber;female;1.82;92
65531dd7-117b-4149-8ff1-179d48b7b388;Thorben Pingpank;male;1.87;44
9038b172-f4e0-4fef-8d7a-38c51d637c78;Alex Roloff;male;1.38;87
8e69cf64-c2fd-43f9-a5f5-e3d17e6e841a;Nils Reinberg;male;1.77;139
36969f1c-5e74-48b9-a02c-84f2814f25fc;Marlene Möllinger;female;2.25;104
22b13527-73f0-4745-a14b-9836ad1f647f;Dr. Jon Vogelgsang;male;1.34;56
c5ef7ae5-af7f-4fb5-ad7d-7516b688801a;Jasper Brömme;male;1.24;132
2e6b9487-bba8-4e10-a90d-279acc74bd5f;Prof. Dr. Alia Illing;female;1.79;149
173d8007-f944-4180-afce-ccfb850ba0d7;Lillian Lehmann;female;1.82;155
604f6fd5-9297-4c1a-a955-39d2c8c16f92;Luna Welz;female;1.6;75
34539e95-55fc-4c4c-842a-90eab8648a88;Rebekka Giesa;female;1.59;59
5dce57d9-7447-4415-aac5-cb631d562c89;Lian Rahn;male;2.18;46
f1b0b294-a79b-47b6-a184-1a3425566c82;Sonja Uibel;female;1.23;84
a8066d7e-b4fc-4058-80b4-7fcb1390129b;Nina Tivontschik;female;2.31;169
7562d58f-7c57-4162-b5d7-2aa0b9047072;Tyler Cronjäger;male;2.03;149
9b4671e9-872a-4461-9c3e-d074016da2af;Alan Renk;male;2.33;168
8b40c527-f180-4409-b3eb-32378a61f02b;Ian Büngener;male;2.34;66
4ec624c1-46ff-4914-ac4e-0feba37def04;Melissa Sürth;female;1.93;58
334db900-357b-4e33-a401-410f31a85df6;Herr Ron Adam;male;1.36;124
bcf0ce15-ca78-420c-ae36-59c27fe03520;Frau Amy Denzinger;female;1.99;61
534f6a85-a091-47e6-ac8e-8ddeb2269190;Berat Blassneck;male;1.6;118
deb1f828-aa3f-448b-9a0d-4f5adcd99742;Eliah Wartenberg;male;1.31;48
ff120301-2e38-40f3-80c9-004cd0dbd09a;Chayenne Blockhaus;female;1.76;170
35cab9dd-8fd0-46de-8cdc-ca5ac5a15d0a;Ansgar Gerschler;male;1.89;162
4907aa7c-17b3-4be9-ab61-1313ff5bd766;Filip Pfennig;male;1.37;124
f048a370-5563-42a1-bdde-1033b5ec7239;Eren Schönlebe;male;2.29;96
5a149c88-3641-4028-bf5e-b9b3f5ea56ea;Fabian Küter;male;2.2;143
14fcec41-b4f6-4d4f-8024-ebca509213bc;Lennox Saumweber;male;1.18;68
2c31f5ae-3d88-4282-8b18-048f1df8110c;Mary Umlauft;female;1.05;156
33e362c5-37ac-4012-b154-904ac2e628ac;Loreen Metzger;female;1.83;118
dfea0edb-2f86-4025-a9c0-467c5d162d97;Luc Kramer;male;1.15;122
b99d86f4-c1c0-4c52-891f-22c0e4780e33;Gianluca Dieckmann;male;1.55;87
05c5a207-4927-43d7-a17b-2c0afbf2bd50;Mathilda Stengl;female;1.75;145
0cbff083-0a41-4ec5-aab5-061ef4a170e9;Damian Biedermann;male;2.19;43
1d6467dc-3224-40b7-ba24-340fbfda866c;Collien Hering;female;1.34;86
2b1fb92f-8e7e-45d5-baa5-357ae99bbec6;Mareike Tonat;female;1.4;117
a8491e6d-4747-431b-9e93-3c097259508b;Leonhard Krodinger;male;1.26;80
6143a02e-a04a-445d-8c59-b4f59276d8dc;Jona Zach;male;1.69;83
1936e105-9b1c-4536-b308-c0f974eba952;Matteo Albert;male;1.24;153
54594638-49a2-4744-85cb-b42b20cd5acb;Joanna Rietmüller;female;1.02;126
169a1ce0-99a8-4631-b8c5-aa2e10d24271;Ida Lewke;female;1.68;71
bd5d3f91-44d5-430c-bcef-45d00b82a1a2;Olivia Sievers;female;1.76;35
e16f57d0-334f-4f35-8a3f-3ebdd6ed4e72;Catharina Uhlemann;female;1.97;167
68dee40d-3034-484f-b25c-dc4518736ab3;Johann Schaefer;male;1.63;134
647a96b9-2efa-480a-9c2a-31b6479489a5;Brandon Stöwer;male;1.52;99
150fbcfb-93ed-4be3-81d7-bfaf0643c7d3;Samira Koleiski;female;2.31;46
315e1b31-a970-4095-b925-af127df4197b;Joris Hiebl;male;1.18;60
f8341617-f95e-47b2-abb6-b051e6d08e60;Lars Räntsch;male;1.02;54
